ASN,Count,Cumul_C,Share,Cumul_S,ASName,ASCountry
45894,1,9102,0.010657572205051688%,97.00522221038047%,FPTONLINE-AS-VN FPT Online JSC,VN
45899,1,9103,0.010657572205051688%,97.01587978258553%,VNPT-AS-VN VNPT Corp,VN
46049,1,9104,0.010657572205051688%,97.02653735479058%,UNDIP-AS-ID Universitas Diponegoro,ID
46189,1,9105,0.010657572205051688%,97.03719492699562%,BEATPORT-NAR-AS-1,US
46261,1,9106,0.010657572205051688%,97.04785249920069%,QUICKPACKET,US
46312,1,9107,0.010657572205051688%,97.05851007140573%,WAL-MART3,US
46433,1,9108,0.010657572205051688%,97.06916764361078%,ADF01,US
46469,1,9109,0.010657572205051688%,97.07982521581584%,GETRESPONSE-IMPLIX,US
46475,1,9110,0.010657572205051688%,97.09048278802089%,LIMESTONENETWORKS,US
46489,1,9111,0.010657572205051688%,97.10114036022594%,JUSTINTV,US
46543,1,9112,0.010657572205051688%,97.11179793243099%,UMB,US
46555,1,9113,0.010657572205051688%,97.12245550463604%,T2OE-1,US
46582,1,9114,0.010657572205051688%,97.1331130768411%,SMARTSHEETCOREPRODUCT,US
46617,1,9115,0.010657572205051688%,97.14377064904615%,WEBMD-IDC2-AS,US
46622,1,9116,0.010657572205051688%,97.1544282212512%,ARMSTRONG-ENTERPRISE-COMMUNICATIONS,US
46832,1,9117,0.010657572205051688%,97.16508579345626%,UNIVERSITY-OF-MISSOURI-SYSTEM-INTER-CAMPUS-NETWORK,US
46977,1,9118,0.010657572205051688%,97.1757433656613%,VIRTUSTREAM-,US
47105,1,9119,0.010657572205051688%,97.18640093786635%,DREAMTORRENT-CORP-AS,RU
47264,1,9120,0.010657572205051688%,97.19705851007141%,LDEX,GB
47328,1,9121,0.010657572205051688%,97.20771608227645%,TRI-AS True Records Inc.,ES
47372,1,9122,0.010657572205051688%,97.21837365448151%,BIG3AS,DE
47474,1,9123,0.010657572205051688%,97.22903122668656%,VIRTUAL1,GB
47478,1,9124,0.010657572205051688%,97.2396887988916%,MSTN-AS,RU
47577,1,9125,0.010657572205051688%,97.25034637109667%,IXBT-AS,RU
47583,1,9126,0.010657572205051688%,97.26100394330172%,AS-HOSTINGER,LT
47610,1,9127,0.010657572205051688%,97.27166151550676%,RWTH-AS,DE
47622,1,9128,0.010657572205051688%,97.28231908771183%,DATATECHUK,GB
47692,1,9129,0.010657572205051688%,97.29297665991687%,NESSUS,AT
47708,1,9130,0.010657572205051688%,97.30363423212192%,SVERIGES-RADIO Sveriges Radio AB,SE
47724,1,9131,0.010657572205051688%,97.31429180432697%,HEADHUNTER-AS,RU
47846,1,9132,0.010657572205051688%,97.32494937653202%,SEDO-AS,DE
48173,1,9133,0.010657572205051688%,97.33560694873708%,UNBELIEVABLE-AS,DE
48307,1,9134,0.010657572205051688%,97.34626452094213%,NESPRESSO-AS,CH
48347,1,9135,0.010657572205051688%,97.35692209314718%,MTW-AS,RU
48634,1,9136,0.010657572205051688%,97.36757966535224%,RTI_SPA,IT
48778,1,9137,0.010657572205051688%,97.37823723755729%,IHK-NET,DE
48813,1,9138,0.010657572205051688%,97.38889480976233%,ENIX-AS,FR
48849,1,9139,0.010657572205051688%,97.3995523819674%,SIKA-AS,CH
48851,1,9140,0.010657572205051688%,97.41020995417244%,RADWARE,IL
48918,1,9141,0.010657572205051688%,97.42086752637749%,GLOBALWAYS,DE
49002,1,9142,0.010657572205051688%,97.43152509858254%,RUPOST-AS,RU
49014,1,9143,0.010657572205051688%,97.44218267078759%,WKO-AS,AT
49030,1,9144,0.010657572205051688%,97.45284024299265%,ATINTERNET,FR
49126,1,9145,0.010657572205051688%,97.4634978151977%,AS49126,TR
49234,1,9146,0.010657572205051688%,97.47415538740275%,BSI-AS,DE
49335,1,9147,0.010657572205051688%,97.48481295960781%,NCONNECT-AS,RU
49425,1,9148,0.010657572205051688%,97.49547053181286%,DIGITAL-REALTY-UK,GB
49477,1,9149,0.010657572205051688%,97.5061281040179%,E-TF1,FR
49566,1,9150,0.010657572205051688%,97.51678567622297%,VILLE-DE-PARIS,FR
49838,1,9151,0.010657572205051688%,97.527443248428%,TOMTOM,NL
49959,1,9152,0.010657572205051688%,97.53810082063306%,READSPEAKER,SE
49981,1,9153,0.010657572205051688%,97.54875839283811%,WORLDSTREAM,NL
50032,1,9154,0.010657572205051688%,97.55941596504316%,ADOBE-AS,IE
50172,1,9155,0.010657572205051688%,97.57007353724822%,RATP,FR
50262,1,9156,0.010657572205051688%,97.58073110945327%,UNIC,CH
50335,1,9157,0.010657572205051688%,97.59138868165832%,PANDA-SECURITY-AS,ES
50343,1,9158,0.010657572205051688%,97.60204625386338%,NWRK-AS New Work SE,DE
50465,1,9159,0.010657572205051688%,97.61270382606843%,IQHOST,RU
50472,1,9160,0.010657572205051688%,97.62336139827347%,CHAOS-AS,DE
50474,1,9161,0.010657572205051688%,97.63401897047852%,O2SWITCH,FR
50613,1,9162,0.010657572205051688%,97.64467654268357%,THORDC-AS,IS
50673,1,9163,0.010657572205051688%,97.65533411488863%,SERVERIUS-AS,NL
50783,1,9164,0.010657572205051688%,97.66599168709368%,JPPOL,DK
50974,1,9165,0.010657572205051688%,97.67664925929873%,EDICIONES-EL-PAIS-AS,ES
51013,1,9166,0.010657572205051688%,97.68730683150379%,WEBSUPPORT-SRO-SK-AS,SK
51468,1,9167,0.010657572205051688%,97.69796440370884%,ONECOM,DK
51625,1,9168,0.010657572205051688%,97.70862197591389%,THY-AS,TR
51758,1,9169,0.010657572205051688%,97.71927954811895%,PROCOLIX,NL
51783,1,9170,0.010657572205051688%,97.729937120324%,DEDIC-CENTER-AS,RU
51798,1,9171,0.010657572205051688%,97.74059469252904%,MSWSI,CH
51894,1,9172,0.010657572205051688%,97.75125226473409%,AS_MIKROTIKLS,LV
52438,1,9173,0.010657572205051688%,97.76190983693914%,PLANISYS S.A.,AR
53164,1,9174,0.010657572205051688%,97.7725674091442%,UNIVERSIDADE FEDERAL DA BAHIA,BR
53166,1,9175,0.010657572205051688%,97.78322498134925%,UNIVERSIDADE ESTADUAL PAULISTA,BR
53292,1,9176,0.010657572205051688%,97.7938825535543%,MWAY,US
53321,1,9177,0.010657572205051688%,97.80454012575936%,SALSALABS-6917482,US
53334,1,9178,0.010657572205051688%,97.81519769796441%,TUT-AS,US
53340,1,9179,0.010657572205051688%,97.82585527016946%,FIBERHUB,US
53384,1,9180,0.010657572205051688%,97.83651284237452%,UNCC-AS,US
53412,1,9181,0.010657572205051688%,97.84717041457955%,VSD-CMH,US
53465,1,9182,0.010657572205051688%,97.85782798678461%,ANSYS,US
53582,1,9183,0.010657572205051688%,97.86848555898966%,SOLFO,US
53589,1,9184,0.010657572205051688%,97.87914313119471%,PLANETHOSTER-8,CA
53590,1,9185,0.010657572205051688%,97.88980070339977%,ROSETTASTONE,US
53695,1,9186,0.010657572205051688%,97.90045827560482%,SIUE,US
53755,1,9187,0.010657572205051688%,97.91111584780987%,IOFLOOD,US
53785,1,9188,0.010657572205051688%,97.92177342001493%,UNC-GREENSBORO,US
53804,1,9189,0.010657572205051688%,97.93243099221998%,ACTIVE-ASN1,US
54004,1,9190,0.010657572205051688%,97.94308856442503%,OPTIMUM-WIFI2,US
54098,1,9191,0.010657572205051688%,97.95374613663007%,LIONLINK-NETWORKS,US
54412,1,9192,0.010657572205051688%,97.96440370883512%,RCC-GRANITE-1,CA
54455,1,9193,0.010657572205051688%,97.97506128104018%,MADEIT,US
54456,1,9194,0.010657572205051688%,97.98571885324523%,CLOUDACCESS-NETWORK,US
54521,1,9195,0.010657572205051688%,97.99637642545028%,THE-NATIONAL-GALLERY-OF-ART,US
54540,1,9196,0.010657572205051688%,98.00703399765534%,INCERO-HVVC,US
55045,1,9197,0.010657572205051688%,98.01769156986039%,TEKTONIC,US
55047,1,9198,0.010657572205051688%,98.02834914206544%,NWF-ARIN,US
55091,1,9199,0.010657572205051688%,98.0390067142705%,LAYER-3-COMMUNICATIONS,US
55194,1,9200,0.010657572205051688%,98.04966428647555%,BGSU,US
55219,1,9201,0.010657572205051688%,98.0603218586806%,SOURCEFIRE-LABS,US
55249,1,9202,0.010657572205051688%,98.07097943088564%,SAGE-ELSEG1,US
55286,1,9203,0.010657572205051688%,98.08163700309069%,SERVER-MANIA,CA
55674,1,9204,0.010657572205051688%,98.09229457529575%,PUSKOM-UNY-AS-ID Universitas Negeri Yogyakarta,ID
55684,1,9205,0.010657572205051688%,98.1029521475008%,UNS-AS-ID Universitas Sebelas Maret,ID
55803,1,9206,0.010657572205051688%,98.11360971970585%,DIGITALPACIFIC-AU Digital Pacific Pty Ltd Australia,AU
55966,1,9207,0.010657572205051688%,98.12426729191091%,CNNIC-PSBCNET-AP Post Savings Bank of China,CN
55971,1,9208,0.010657572205051688%,98.13492486411596%,CASS-NET Chinese Academy of Social Sciences,CN
56046,1,9209,0.010657572205051688%,98.145582436321%,CMNET-JIANGSU-AP China Mobile communications corporation,CN
56047,1,9210,0.010657572205051688%,98.15624000852605%,CMNET-HUNAN-AP China Mobile communications corporation,CN
56485,1,9211,0.010657572205051688%,98.1668975807311%,THEHOST-AS,UA
56647,1,9212,0.010657572205051688%,98.17755515293615%,FUSIONMEDIA,NL
56665,1,9213,0.010657572205051688%,98.18821272514121%,TANGO-TELINDUS,LU
56694,1,9214,0.010657572205051688%,98.19887029734626%,DHUB,RU
56981,1,9215,0.010657572205051688%,98.20952786955132%,TOMSK-AS,RU
57479,1,9216,0.010657572205051688%,98.22018544175637%,ASRIFT UARNET,UA
57580,1,9217,0.010657572205051688%,98.23084301396142%,SRCI-MID-RF-AS,RU
57918,1,9218,0.010657572205051688%,98.24150058616648%,ACOD-AS,RU
58045,1,9219,0.010657572205051688%,98.25215815837153%,SPORTS-AS,RU
58155,1,9220,0.010657572205051688%,98.26281573057656%,WEBDEPO-AS,RU
58182,1,9221,0.010657572205051688%,98.27347330278162%,WIX_COM,IL
58542,1,9222,0.010657572205051688%,98.28413087498667%,CHINATELECOM-TIANJIN Tianjij 300000,CN
58683,1,9223,0.010657572205051688%,98.29478844719173%,RACKSPACE-AS Rackspace.com Sydney,HK
58686,1,9224,0.010657572205051688%,98.30544601939678%,SUT-AS-AP Swinburne University of Technology,AU
58698,1,9225,0.010657572205051688%,98.31610359160183%,UOW-AU 1 northfields av,AU
58811,1,9226,0.010657572205051688%,98.32676116380689%,AP-CONAC-AS-AP CONAC (China Organizational Name Administration Center),CN
58877,1,9227,0.010657572205051688%,98.33741873601194%,CSUNIC1-AS-AP Charles Sturt University,AU
59037,1,9228,0.010657572205051688%,98.34807630821699%,ZHIYUNET Hangzhou ZhiYu Network Technology Co. Ltd.,CN
59045,1,9229,0.010657572205051688%,98.35873388042205%,SUNHONGS Guangzhou navigation information technology co. LTD,CN
59077,1,9230,0.010657572205051688%,98.36939145262708%,?,??
59441,1,9231,0.010657572205051688%,98.38004902483213%,HOSTIRAN-NETWORK,IR
60087,1,9232,0.010657572205051688%,98.3907065970372%,ASSUPERNOVA,IT
60220,1,9233,0.010657572205051688%,98.40136416924224%,AFFILI,DE
60481,1,9234,0.010657572205051688%,98.41202174144729%,GNTB,DE
60610,1,9235,0.010657572205051688%,98.42267931365235%,EVEREST-AS,GB
60772,1,9236,0.010657572205051688%,98.4333368858574%,SKYTV-AS,IT
60855,1,9237,0.010657572205051688%,98.44399445806246%,DISIC-RIE-AS,FR
60970,1,9238,0.010657572205051688%,98.45465203026751%,HERMANIT-AS,FI
61293,1,9239,0.010657572205051688%,98.46530960247256%,RU1C-AS,RU
61323,1,9240,0.010657572205051688%,98.4759671746776%,UKFAST,GB
61352,1,9241,0.010657572205051688%,98.48662474688265%,SUB-LIR-SN-AS Sub-LIR SN,DE
61969,1,9242,0.010657572205051688%,98.4972823190877%,TEAMINTERNET-AS,DE
62138,1,9243,0.010657572205051688%,98.50793989129276%,AU-ASN,DK
62371,1,9244,0.010657572205051688%,98.51859746349781%,PROTON,CH
62618,1,9245,0.010657572205051688%,98.52925503570287%,MICHIGANTECH,US
62650,1,9246,0.010657572205051688%,98.53991260790792%,LEAF-GROUP-LTD,US
62712,1,9247,0.010657572205051688%,98.55057018011297%,STATEHAWAII,US
62804,1,9248,0.010657572205051688%,98.56122775231803%,BITSHELTER-NYC,US
62989,1,9249,0.010657572205051688%,98.57188532452308%,IUP,US
63029,1,9250,0.010657572205051688%,98.58254289672811%,PAYSCALE-WEB,US
63111,1,9251,0.010657572205051688%,98.59320046893318%,ACE-,US
63199,1,9252,0.010657572205051688%,98.60385804113822%,CDSC-AS1,US
63211,1,9253,0.010657572205051688%,98.61451561334327%,NCL-SMY,US
63835,1,9254,0.010657572205051688%,98.62517318554833%,CT-HUNAN-CHANGSHA-IDC No.293 Wanbao Avenue,CN
63889,1,9255,0.010657572205051688%,98.63583075775338%,CLOUDIVLIMITED-AS Cloud Iv Limited,HK
63962,1,9256,0.010657572205051688%,98.64648832995843%,ITOOLS-AS iTools JSC,MN
64236,1,9257,0.010657572205051688%,98.65714590216349%,UNREAL-SERVERS,US
64249,1,9258,0.010657572205051688%,98.66780347436854%,ENDOFFICE,US
131144,1,9259,0.010657572205051688%,98.6784610465736%,ASUS-AS-TW ASUSTek COMPUTER INC.,TW
131325,1,9260,0.010657572205051688%,98.68911861877864%,CHINATELECOM-JIANGSU-NANTONG-MAN CHINATELECOM JIANGSU province NANTONG MAN network,CN
131663,1,9261,0.010657572205051688%,98.69977619098368%,GIGABYTE-AS-TW GIGABYTE,TW
131930,1,9262,0.010657572205051688%,98.71043376318875%,TBS-NET Tokyo Broadcasting System Television Inc.,JP
132164,1,9263,0.010657572205051688%,98.7210913353938%,KASKUSNETWORKS-AS PT Darta Media Indonesia,ID
132321,1,9264,0.010657572205051688%,98.73174890759884%,NTG-ICT-AU Northern Territory Government,AU
132647,1,9265,0.010657572205051688%,98.7424064798039%,IDNIC-PANDI-AS-ID Pengelola Nama Domain Internet Indonesia,ID
133115,1,9266,0.010657572205051688%,98.75306405200895%,HKKFGL-AS-AP HK Kwaifong Group Limited,HK
133357,1,9267,0.010657572205051688%,98.76372162421401%,IDNIC-TELU-AS-ID TELKOM UNIVERSITY,ID
133380,1,9268,0.010657572205051688%,98.77437919641906%,LAYER-AS Layerstack Limited,HK
133618,1,9269,0.010657572205051688%,98.78503676862411%,TRELLIAN-AS-AP Trellian Pty. Limited,AU
134420,1,9270,0.010657572205051688%,98.79569434082916%,CHINATELECOM-CHONGQING-IDC Chongqing Telecom,CN
134768,1,9271,0.010657572205051688%,98.8063519130342%,CHINANET-SHAANXI-CLOUD-BASE CHINANET SHAANXI province Cloud Base network,CN
134772,1,9272,0.010657572205051688%,98.81700948523925%,CHINANET-GUANGDONG-DONGGUAN-MAN CHINANET Guangdong province Dongguan MAN network,CN
135629,1,9273,0.010657572205051688%,98.82766705744432%,WESTCLOUDDATA Ningxia West Cloud Data Technology Co.Ltd.,CN
135893,1,9274,0.010657572205051688%,98.83832462964936%,LATROBEUNIVERSITY-AS-AP La Trobe University,AU
136133,1,9275,0.010657572205051688%,98.84898220185441%,SECTIONIO-AS-AP SQUIXA PTY LIMITED,AU
136170,1,9276,0.010657572205051688%,98.85963977405947%,EXBCOID-AS-AP PT. EXABYTES NETWORK INDONESIA,ID
136188,1,9277,0.010657572205051688%,98.87029734626452%,CHINATELECOM-ZHEJIANG-NINGBO-IDC NINGBO ZHEJIANG Province P.R.China.,CN
136907,1,9278,0.010657572205051688%,98.88095491846957%,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK
137443,1,9279,0.010657572205051688%,98.89161249067463%,ANCHGLOBAL-AS-AP Anchnet Asia Limited,HK
137687,1,9280,0.010657572205051688%,98.90227006287967%,CHINATELECOM-HENAN-LUOYANG-IDC Luoyang Henan Province P.R.China.,CN
138421,1,9281,0.010657572205051688%,98.91292763508473%,CU-CN-AS China Unicom,CN
139201,1,9282,0.010657572205051688%,98.92358520728978%,CHINANET-JIANGXI-JIUJIANG-IDC Jiangxi Jiujiang IDC,CN
197203,1,9283,0.010657572205051688%,98.93424277949482%,UMHAS,UA
197226,1,9284,0.010657572205051688%,98.94490035169989%,SPRINT-SDC,PL
197458,1,9285,0.010657572205051688%,98.95555792390493%,OPEC-AS,AT
197482,1,9286,0.010657572205051688%,98.96621549610998%,DGIS,RU
197540,1,9287,0.010657572205051688%,98.97687306831504%,NETCUP-AS netcup GmbH,DE
197695,1,9288,0.010657572205051688%,98.98753064052009%,AS-REG,RU
197876,1,9289,0.010657572205051688%,98.99818821272515%,ICMNETSYSTEMS-AS,EE
198032,1,9290,0.010657572205051688%,99.00884578493019%,UCLES-AS,GB
198096,1,9291,0.010657572205051688%,99.01950335713524%,CICA Centro Informatico Cientifico de Andalucia - CICA,ES
198145,1,9292,0.010657572205051688%,99.0301609293403%,SWM-AS,DE
198224,1,9293,0.010657572205051688%,99.04081850154535%,SEGODNYA-AS,UA
198226,1,9294,0.010657572205051688%,99.0514760737504%,KP-AS,RU
198249,1,9295,0.010657572205051688%,99.06213364595546%,OPSONE,CH
198340,1,9296,0.010657572205051688%,99.0727912181605%,AIRFRANCE-AS,FR
198414,1,9297,0.010657572205051688%,99.08344879036555%,BIZNESHOST-AS,PL
198864,1,9298,0.010657572205051688%,99.09410636257061%,QMW-AC-UK ==========================================================,GB
199055,1,9299,0.010657572205051688%,99.10476393477565%,UKCLOUD-AS,GB
199156,1,9300,0.010657572205051688%,99.11542150698071%,STACKPATH,NL
199213,1,9301,0.010657572205051688%,99.12607907918576%,HOSTERSAS,DK
199367,1,9302,0.010657572205051688%,99.1367366513908%,AS_GBP,GB
199408,1,9303,0.010657572205051688%,99.14739422359587%,BOL-COM,NL
200000,1,9304,0.010657572205051688%,99.15805179580092%,UKRAINE-AS,UA
200107,1,9305,0.010657572205051688%,99.16870936800596%,KL-EXT,RU
200521,1,9306,0.010657572205051688%,99.17936694021103%,SEAP-AGE,ES
200651,1,9307,0.010657572205051688%,99.19002451241607%,FLOKINET,SC
200757,1,9308,0.010657572205051688%,99.20068208462112%,AXEL-SPRINGER-SE,DE
200928,1,9309,0.010657572205051688%,99.21133965682617%,RTTV,RU
201012,1,9310,0.010657572205051688%,99.22199722903122%,AVITO,RU
201085,1,9311,0.010657572205051688%,99.23265480123628%,ANTEMETA-ASN01,FR
201155,1,9312,0.010657572205051688%,99.24331237344133%,EMBEDD-AS,DE
201193,1,9313,0.010657572205051688%,99.25396994564638%,IPRJ-4-0,RU
201563,1,9314,0.010657572205051688%,99.26462751785144%,AVALON-AS,HR
201606,1,9315,0.010657572205051688%,99.27528509005649%,RAMAX-AS,RU
201641,1,9316,0.010657572205051688%,99.28594266226153%,SVT Sveriges Television Aktiebolag,SE
201773,1,9317,0.010657572205051688%,99.2966002344666%,UOW-AS,GB
201841,1,9318,0.010657572205051688%,99.30725780667164%,SK-PETITPRESS-ASN,SK
202053,1,9319,0.010657572205051688%,99.31791537887669%,UPCLOUD,FI
202081,1,9320,0.010657572205051688%,99.32857295108174%,GOG,PL
202095,1,9321,0.010657572205051688%,99.33923052328679%,RCS,IT
202116,1,9322,0.010657572205051688%,99.34988809549185%,SCANIA-AS,SE
202321,1,9323,0.010657572205051688%,99.3605456676969%,INA,FR
202865,1,9324,0.010657572205051688%,99.37120323990194%,SPC,VA
203329,1,9325,0.010657572205051688%,99.381860812107%,ESHELTER,DE
203444,1,9326,0.010657572205051688%,99.39251838431205%,MAPMAKERSGROUP,RU
204053,1,9327,0.010657572205051688%,99.4031759565171%,ADESTIS-NET,DE
204167,1,9328,0.010657572205051688%,99.41383352872217%,HYVE,GB
204590,1,9329,0.010657572205051688%,99.4244911009272%,SWISS-AS,CH
204601,1,9330,0.010657572205051688%,99.43514867313226%,ON-LINE-DATA Server location - Netherlands Dronten,NL
204643,1,9331,0.010657572205051688%,99.44580624533731%,ECI-AS,ES
204915,1,9332,0.010657572205051688%,99.45646381754236%,AWEX,US
204957,1,9333,0.010657572205051688%,99.46712138974742%,GREENFLOID-AS,UA
205319,1,9334,0.010657572205051688%,99.47777896195247%,INSEAD,FR
205373,1,9335,0.010657572205051688%,99.48843653415751%,RIGHTMOVE,GB
205544,1,9336,0.010657572205051688%,99.49909410636258%,LEASEWEB-UK-LON-11,GB
206238,1,9337,0.010657572205051688%,99.50975167856762%,FREEDOMINTERNET,NL
206257,1,9338,0.010657572205051688%,99.52040925077267%,ETIHAD-AVIATION-GROUP,AE
206317,1,9339,0.010657572205051688%,99.53106682297772%,ADESTRA-UK,GB
206599,1,9340,0.010657572205051688%,99.54172439518277%,FNACDARTY,FR
208677,1,9341,0.010657572205051688%,99.55238196738783%,SBERCLOUD-AS,RU
263071,1,9342,0.010657572205051688%,99.56303953959288%,TIVIT TERCEIRIZACAO DE PROCESSOS SERV. E TEC. S/A,BR
263300,1,9343,0.010657572205051688%,99.57369711179793%,Universidade Federal de Santa Catarina,BR
265020,1,9344,0.010657572205051688%,99.58435468400299%,FUNDACAO INST BRAS DE GEOGRAFIA E ESTATISTICA IBGE,BR
266031,1,9345,0.010657572205051688%,99.59501225620804%,PRESIDENCIA DA REPUBLICA,BR
393249,1,9346,0.010657572205051688%,99.60566982841308%,UBC,CA
393259,1,9347,0.010657572205051688%,99.61632740061815%,YOTTAA-AS-1,US
393572,1,9348,0.010657572205051688%,99.6269849728232%,ALLENPRESSKANSAS,US
393593,1,9349,0.010657572205051688%,99.63764254502824%,AS-LRS,US
393847,1,9350,0.010657572205051688%,99.64830011723329%,AAMC-AS1,US
393933,1,9351,0.010657572205051688%,99.65895768943834%,TPR-ASN1,US
393948,1,9352,0.010657572205051688%,99.6696152616434%,GSUSA420,US
393952,1,9353,0.010657572205051688%,99.68027283384845%,GOANET,CA
394161,1,9354,0.010657572205051688%,99.6909304060535%,TESLA,US
394395,1,9355,0.010657572205051688%,99.70158797825856%,TOWSON-UNIVERSITY,US
394545,1,9356,0.010657572205051688%,99.7122455504636%,WRIKE-AS,US
394688,1,9357,0.010657572205051688%,99.72290312266865%,QUINNIPIAC-UNIVERSITY,US
394695,1,9358,0.010657572205051688%,99.73356069487372%,PUBLIC-DOMAIN-REGISTRY,US
394803,1,9359,0.010657572205051688%,99.74421826707875%,ANSI-ASN,US
394902,1,9360,0.010657572205051688%,99.75487583928381%,VXCHNGE-OR01,US
394967,1,9361,0.010657572205051688%,99.76553341148886%,USG-11,US
395060,1,9362,0.010657572205051688%,99.77619098369391%,MACMILLAN-PUBLISHERS,US
395266,1,9363,0.010657572205051688%,99.78684855589897%,KEYSIGHT-TECHNOLOGIES,US
395366,1,9364,0.010657572205051688%,99.79750612810402%,MCKINSEY-GLOBAL,US
395409,1,9365,0.010657572205051688%,99.80816370030907%,NEOCITIES,US
395609,1,9366,0.010657572205051688%,99.81882127251413%,COF-EQX-ASH-PP,US
395671,1,9367,0.010657572205051688%,99.82947884471918%,TENABLE-NETWORK-SECURITY-INC,US
395754,1,9368,0.010657572205051688%,99.84013641692422%,ASK-FM,US
395773,1,9369,0.010657572205051688%,99.85079398912927%,COLLEGIS,US
396026,1,9370,0.010657572205051688%,99.86145156133432%,DEASIL-NETWORKS,US
396073,1,9371,0.010657572205051688%,99.87210913353938%,MAJESTIC-HOSTING-01,US
396112,1,9372,0.010657572205051688%,99.88276670574443%,INDIANA-INTERACTIVE,US
396173,1,9373,0.010657572205051688%,99.89342427794948%,SWA-W11-MKT-INET,US
396367,1,9374,0.010657572205051688%,99.90408185015454%,CANTIRE,CA
396425,1,9375,0.010657572205051688%,99.91473942235959%,UCCS-UNIVERSITY-OF-COLORADO-COLORADO-SPRINGS,US
396465,1,9376,0.010657572205051688%,99.92539699456464%,SACSTATE,US
396986,1,9377,0.010657572205051688%,99.9360545667697%,BYTEDANCE,US
397138,1,9378,0.010657572205051688%,99.94671213897475%,JUSTUS-AS,US
397192,1,9379,0.010657572205051688%,99.9573697111798%,HTUL-CDN-01,US
397423,1,9380,0.010657572205051688%,99.96802728338484%,TIER-NET,US
397635,1,9381,0.010657572205051688%,99.97868485558989%,PATHLINE-CAMP,US
397733,1,9382,0.010657572205051688%,99.98934242779495%,AS-NYSED,US
398101,1,9383,0.010657572205051688%,100.0%,GO-DADDY-COM-LLC,US
